ShippingID,SaleID,ShippingMethod,ShippingCost,DeliveryDate,ShipmentStatus
2225,8700,Standard,93.81,2024-08-31T00:00:00.000000000,Delivered
2226,2821,Express,23.6,2024-09-25T00:00:00.000000000,Delivered
2227,4346,Express,79.13,2024-08-17T00:00:00.000000000,Delayed
2228,4479,Standard,49.6,2026-01-05T00:00:00.000000000,In Transit
2229,8809,Same Day,15.77,2025-04-22T00:00:00.000000000,Delivered
2230,482,Express,22.1,2025-08-03T00:00:00.000000000,Delayed
2231,821,Same Day,46.01,2026-05-01T00:00:00.000000000,In Transit
2232,3048,Express,20.94,2026-06-06T00:00:00.000000000,Delivered
2233,8782,Express,44.79,2024-10-29T00:00:00.000000000,Delayed
2234,7933,Express,85.05,2024-06-06T00:00:00.000000000,Delayed
2235,9211,Express,34.02,2026-05-09T00:00:00.000000000,Delivered
2236,1782,Express,23.47,2025-05-16T00:00:00.000000000,Delayed
2237,4019,Standard,55.35,2024-01-21T00:00:00.000000000,Delivered
2238,8327,Same Day,36.59,2026-05-05T00:00:00.000000000,Delayed
2239,6180,Standard,73.41,2025-01-15T00:00:00.000000000,Delivered
2240,8929,Same Day,23.16,2024-11-07T00:00:00.000000000,In Transit
2241,73,Express,33.49,2025-02-01T00:00:00.000000000,Delayed
2242,5983,Same Day,23.5,2026-08-16T00:00:00.000000000,Delivered
2243,6816,Same Day,58.37,2025-05-14T00:00:00.000000000,In Transit
2244,8667,Express,45.93,2026-10-12T00:00:00.000000000,Delayed
2245,3630,Standard,91.01,2026-03-29T00:00:00.000000000,In Transit
2246,2899,Express,76.82,2025-11-08T00:00:00.000000000,Delayed
2247,6069,Standard,84.22,2025-09-09T00:00:00.000000000,Delivered
2248,2004,Same Day,70.62,2025-01-22T00:00:00.000000000,Delivered
2249,7172,Express,62.04,2025-04-26T00:00:00.000000000,In Transit
2250,9309,Express,63.55,2024-08-04T00:00:00.000000000,Delivered
2251,6141,Standard,55.01,2024-09-16T00:00:00.000000000,Delayed
2252,918,Same Day,38.4,2025-02-14T00:00:00.000000000,Delayed
2253,9112,Standard,30.55,2024-11-16T00:00:00.000000000,Delivered
2254,1306,Standard,64.01,2025-07-30T00:00:00.000000000,Delayed
2255,6199,Same Day,89.34,2026-12-03T00:00:00.000000000,In Transit
2256,7352,Same Day,5.23,2026-04-10T00:00:00.000000000,Delayed
2257,8944,Express,44.67,2025-05-03T00:00:00.000000000,In Transit
2258,6726,Same Day,67.86,2026-05-16T00:00:00.000000000,Delivered
2259,7844,Express,21.76,2025-09-12T00:00:00.000000000,Delayed
2260,5716,Standard,28.57,2025-12-01T00:00:00.000000000,Delayed
2261,9362,Same Day,9.58,2024-04-19T00:00:00.000000000,Delivered
2262,1747,Same Day,49.04,2024-08-13T00:00:00.000000000,Delivered
2263,4050,Express,10.21,2025-07-27T00:00:00.000000000,In Transit
2264,1577,Same Day,46.59,2026-09-23T00:00:00.000000000,Delivered
2265,3439,Express,98.86,2024-02-05T00:00:00.000000000,Delivered
2266,7338,Standard,93.23,2024-10-02T00:00:00.000000000,Delayed
2267,5910,Same Day,42.41,2025-06-01T00:00:00.000000000,In Transit
2268,1704,Same Day,75.5,2025-04-23T00:00:00.000000000,In Transit
2269,2126,Express,28.71,2025-09-05T00:00:00.000000000,In Transit
2270,6574,Same Day,67.63,2026-03-30T00:00:00.000000000,Delivered
2271,3878,Express,6.7,2024-11-11T00:00:00.000000000,Delivered
2272,7814,Standard,12.99,2026-10-10T00:00:00.000000000,Delayed
2273,5112,Express,98.85,2025-06-30T00:00:00.000000000,Delayed
2274,8599,Express,49.59,2026-04-29T00:00:00.000000000,In Transit
2275,1383,Standard,60.46,2024-09-03T00:00:00.000000000,In Transit
2276,7547,Standard,46.27,2026-11-04T00:00:00.000000000,In Transit
2277,1699,Same Day,19.22,2024-05-04T00:00:00.000000000,In Transit
2278,379,Same Day,91.25,2026-05-24T00:00:00.000000000,In Transit
2279,6298,Same Day,44.96,2026-02-03T00:00:00.000000000,Delivered
2280,7173,Same Day,97.04,2025-01-24T00:00:00.000000000,Delivered
2281,1573,Same Day,37.07,2026-07-22T00:00:00.000000000,Delayed
2282,9814,Standard,82.99,2026-03-07T00:00:00.000000000,In Transit
2283,4707,Standard,79.39,2025-02-21T00:00:00.000000000,In Transit
2284,5754,Express,18.41,2026-01-27T00:00:00.000000000,Delivered
2285,2132,Same Day,70.4,2026-10-02T00:00:00.000000000,Delivered
2286,4457,Standard,5.86,2024-05-22T00:00:00.000000000,In Transit
2287,2549,Standard,59.87,2026-01-05T00:00:00.000000000,In Transit
2288,5696,Same Day,91.17,2025-01-17T00:00:00.000000000,In Transit
2289,4930,Same Day,64.69,2025-12-25T00:00:00.000000000,Delayed
2290,3317,Express,97.19,2024-07-09T00:00:00.000000000,Delivered
2291,1282,Express,34.64,2026-06-16T00:00:00.000000000,In Transit
2292,3821,Same Day,81.48,2026-01-28T00:00:00.000000000,Delivered
2293,2876,Express,95.21,2024-11-11T00:00:00.000000000,In Transit
2294,2978,Standard,95.89,2026-06-06T00:00:00.000000000,Delayed
2295,7990,Standard,86.84,2025-05-04T00:00:00.000000000,In Transit
2296,4182,Express,65.75,2024-10-02T00:00:00.000000000,Delivered
2297,4599,Same Day,66.67,2026-08-07T00:00:00.000000000,Delivered
2298,594,Same Day,15.6,2025-03-20T00:00:00.000000000,Delayed
2299,7932,Standard,93.21,2026-12-11T00:00:00.000000000,In Transit
2300,2708,Same Day,61.77,2024-10-30T00:00:00.000000000,Delayed
2301,3983,Standard,58.62,2025-02-11T00:00:00.000000000,Delivered
2302,6967,Standard,27.02,2024-07-16T00:00:00.000000000,Delivered
2303,7572,Same Day,38.04,2024-08-19T00:00:00.000000000,In Transit
2304,8417,Same Day,89.06,2025-08-09T00:00:00.000000000,Delivered
2305,5307,Express,23.99,2025-05-17T00:00:00.000000000,Delayed
2306,2353,Same Day,26.72,2024-12-21T00:00:00.000000000,In Transit
2307,1868,Same Day,24.26,2026-04-04T00:00:00.000000000,In Transit
2308,4808,Standard,35.65,2024-08-24T00:00:00.000000000,Delivered
2309,4691,Same Day,92.46,2024-11-14T00:00:00.000000000,Delayed
2310,2517,Standard,41.14,2024-04-16T00:00:00.000000000,In Transit
2311,4645,Express,91.46,2025-09-25T00:00:00.000000000,Delivered
2312,6372,Same Day,20.53,2026-11-25T00:00:00.000000000,Delivered
2313,8431,Express,76.31,2025-10-21T00:00:00.000000000,In Transit
2314,3024,Same Day,34.75,2025-07-11T00:00:00.000000000,Delayed
2315,6862,Express,53.84,2024-01-19T00:00:00.000000000,Delayed
2316,5790,Same Day,78.56,2024-06-23T00:00:00.000000000,Delayed
2317,9401,Standard,71.45,2026-10-16T00:00:00.000000000,Delayed
2318,7994,Same Day,35.76,2024-02-04T00:00:00.000000000,Delayed
2319,9896,Same Day,90.87,2026-05-08T00:00:00.000000000,In Transit
2320,506,Same Day,24.8,2026-09-20T00:00:00.000000000,Delivered
2321,5646,Express,95.67,2026-04-22T00:00:00.000000000,Delivered
2322,6104,Express,78.89,2024-02-11T00:00:00.000000000,Delivered
2323,5117,Express,91.05,2026-01-17T00:00:00.000000000,Delivered
2324,8183,Same Day,54.18,2025-06-15T00:00:00.000000000,Delivered
2325,5986,Express,79.91,2026-02-22T00:00:00.000000000,Delivered
2326,2231,Same Day,90.64,2026-01-12T00:00:00.000000000,Delayed
2327,542,Standard,29.86,2026-02-06T00:00:00.000000000,In Transit
2328,6214,Express,66.97,2024-04-04T00:00:00.000000000,Delivered
2329,8349,Express,89.33,2024-11-22T00:00:00.000000000,Delayed
2330,9254,Same Day,26.59,2024-05-19T00:00:00.000000000,Delayed
2331,861,Same Day,72.41,2026-01-21T00:00:00.000000000,Delivered
2332,69,Express,35.51,2025-03-12T00:00:00.000000000,In Transit
2333,2585,Standard,96.96,2025-06-16T00:00:00.000000000,In Transit
2334,1825,Express,84.59,2026-03-04T00:00:00.000000000,Delivered
2335,9210,Express,80.14,2025-08-15T00:00:00.000000000,Delayed
2336,8665,Same Day,21.19,2025-06-09T00:00:00.000000000,Delivered
2337,434,Express,46.5,2025-02-05T00:00:00.000000000,Delayed
2338,205,Same Day,9.52,2024-05-21T00:00:00.000000000,In Transit
2339,9068,Standard,18.49,2026-05-10T00:00:00.000000000,Delayed
2340,8739,Same Day,89.7,2025-12-15T00:00:00.000000000,Delayed
2341,9001,Express,45.72,2026-05-05T00:00:00.000000000,In Transit
2342,166,Express,12.16,2025-05-30T00:00:00.000000000,Delivered
2343,8750,Same Day,74.48,2025-12-06T00:00:00.000000000,In Transit
2344,8262,Express,33.29,2024-10-19T00:00:00.000000000,In Transit
2345,8737,Standard,50.67,2026-08-19T00:00:00.000000000,In Transit
2346,8477,Same Day,22.53,2026-05-04T00:00:00.000000000,In Transit
2347,7294,Same Day,23.49,2024-11-15T00:00:00.000000000,Delayed
2348,7407,Same Day,78.64,2024-08-11T00:00:00.000000000,In Transit
2349,2241,Express,78.14,2024-04-24T00:00:00.000000000,In Transit
2350,6922,Same Day,88.96,2024-12-24T00:00:00.000000000,In Transit
2351,6578,Standard,21.42,2024-12-30T00:00:00.000000000,In Transit
2352,514,Standard,40.43,2024-04-16T00:00:00.000000000,Delivered
2353,6599,Same Day,28.36,2025-08-13T00:00:00.000000000,Delayed
2354,5484,Standard,31.59,2025-04-22T00:00:00.000000000,Delivered
2355,337,Standard,82.61,2024-05-24T00:00:00.000000000,Delayed
2356,2209,Same Day,55.06,2025-03-02T00:00:00.000000000,Delivered
2357,5970,Standard,18.92,2024-12-12T00:00:00.000000000,Delivered
2358,1853,Express,91.11,2026-08-23T00:00:00.000000000,Delayed
2359,3193,Express,13.9,2025-09-30T00:00:00.000000000,Delivered
2360,5435,Standard,83.9,2025-06-12T00:00:00.000000000,Delivered
2361,1588,Express,40.6,2025-12-15T00:00:00.000000000,Delayed
2362,9529,Same Day,31.8,2024-04-15T00:00:00.000000000,Delivered
2363,9267,Standard,37.98,2026-10-05T00:00:00.000000000,Delivered
2364,5661,Same Day,60.7,2025-11-25T00:00:00.000000000,In Transit
2365,1355,Express,96.58,2026-02-15T00:00:00.000000000,In Transit
2366,7207,Express,66.98,2025-10-15T00:00:00.000000000,Delivered
2367,829,Express,7.28,2026-04-26T00:00:00.000000000,Delayed
2368,7982,Express,6.41,2025-08-13T00:00:00.000000000,Delayed
2369,1818,Same Day,14.55,2025-05-02T00:00:00.000000000,In Transit
2370,9103,Same Day,36.15,2026-04-01T00:00:00.000000000,In Transit
2371,674,Same Day,97.35,2024-08-24T00:00:00.000000000,In Transit
2372,4021,Same Day,93.63,2025-11-02T00:00:00.000000000,Delayed
2373,2513,Standard,70.25,2024-07-24T00:00:00.000000000,In Transit
2374,9932,Standard,16.63,2024-09-13T00:00:00.000000000,Delivered
2375,3296,Standard,74.89,2025-08-03T00:00:00.000000000,In Transit
2376,3531,Express,7.33,2026-11-17T00:00:00.000000000,Delivered
2377,7549,Express,48.54,2024-11-19T00:00:00.000000000,In Transit
2378,5609,Express,35.2,2025-03-26T00:00:00.000000000,In Transit
2379,7048,Same Day,70.17,2024-03-21T00:00:00.000000000,In Transit
2380,3399,Same Day,31.66,2025-09-11T00:00:00.000000000,Delayed
2381,9547,Same Day,68.01,2024-11-24T00:00:00.000000000,Delayed
2382,5222,Same Day,49.63,2024-08-22T00:00:00.000000000,Delivered
2383,6071,Same Day,57.7,2025-03-22T00:00:00.000000000,In Transit
2384,4577,Express,78.41,2026-01-22T00:00:00.000000000,Delivered
2385,3683,Express,57.57,2025-11-14T00:00:00.000000000,In Transit
2386,377,Standard,76.63,2026-06-24T00:00:00.000000000,Delivered
2387,1638,Standard,51.39,2024-07-25T00:00:00.000000000,Delivered
2388,9157,Standard,65.83,2025-12-01T00:00:00.000000000,Delivered
2389,6967,Same Day,20.98,2026-04-09T00:00:00.000000000,Delivered
2390,182,Same Day,30.03,2026-09-16T00:00:00.000000000,Delayed
2391,1813,Same Day,86.2,2024-07-09T00:00:00.000000000,Delayed
2392,5394,Same Day,31.81,2025-04-30T00:00:00.000000000,Delivered
2393,1378,Same Day,28.72,2026-01-21T00:00:00.000000000,In Transit
2394,6602,Same Day,91.31,2026-02-18T00:00:00.000000000,Delivered
2395,4491,Same Day,39.75,2024-05-06T00:00:00.000000000,Delayed
2396,8738,Standard,51.84,2024-03-04T00:00:00.000000000,In Transit
2397,5284,Express,33.25,2026-07-26T00:00:00.000000000,Delayed
2398,274,Same Day,89.35,2025-10-03T00:00:00.000000000,Delivered
2399,2738,Standard,76.63,2026-11-16T00:00:00.000000000,Delivered
2400,2387,Express,49.97,2024-11-23T00:00:00.000000000,Delivered
2401,2823,Same Day,82.69,2025-12-07T00:00:00.000000000,Delayed
2402,468,Express,32.77,2026-01-28T00:00:00.000000000,In Transit
2403,8315,Standard,67.26,2025-10-01T00:00:00.000000000,Delivered
2404,6536,Same Day,86.76,2024-07-07T00:00:00.000000000,Delivered
2405,4912,Standard,56.0,2026-06-10T00:00:00.000000000,Delivered
2406,3036,Same Day,68.31,2026-09-11T00:00:00.000000000,Delayed
2407,8070,Same Day,80.93,2026-01-04T00:00:00.000000000,In Transit
2408,7521,Express,99.06,2024-10-22T00:00:00.000000000,Delivered
2409,525,Same Day,50.0,2025-02-01T00:00:00.000000000,Delayed
2410,2256,Same Day,97.21,2025-06-23T00:00:00.000000000,In Transit
2411,2342,Standard,60.43,2025-01-29T00:00:00.000000000,In Transit
2412,8525,Express,60.92,2025-10-18T00:00:00.000000000,Delayed
2413,6391,Express,89.16,2025-07-25T00:00:00.000000000,In Transit
2414,2197,Standard,16.49,2024-02-18T00:00:00.000000000,Delivered
2415,169,Standard,83.09,2026-09-18T00:00:00.000000000,In Transit
2416,1393,Same Day,51.31,2025-11-16T00:00:00.000000000,Delivered
2417,4750,Express,40.86,2026-06-06T00:00:00.000000000,Delivered
2418,897,Standard,45.57,2026-11-10T00:00:00.000000000,Delayed
2419,8466,Standard,37.84,2025-02-03T00:00:00.000000000,In Transit
2420,3564,Same Day,7.0,2025-06-03T00:00:00.000000000,In Transit
2421,6130,Same Day,65.35,2025-09-16T00:00:00.000000000,Delayed
2422,6284,Standard,79.05,2025-12-24T00:00:00.000000000,Delayed
2423,6737,Same Day,68.67,2024-08-26T00:00:00.000000000,In Transit
2424,6553,Same Day,39.46,2025-10-08T00:00:00.000000000,Delayed
2425,714,Standard,10.57,2026-02-14T00:00:00.000000000,Delayed
2426,2848,Same Day,24.69,2024-10-31T00:00:00.000000000,Delivered
2427,3397,Express,14.52,2026-05-07T00:00:00.000000000,In Transit
2428,8218,Same Day,60.09,2026-01-14T00:00:00.000000000,In Transit
2429,3346,Standard,12.51,2026-01-07T00:00:00.000000000,In Transit
2430,9643,Express,51.04,2026-12-25T00:00:00.000000000,Delayed
2431,3224,Same Day,79.72,2025-12-12T00:00:00.000000000,Delayed
2432,9557,Express,55.44,2026-10-06T00:00:00.000000000,In Transit
2433,3436,Express,35.79,2024-10-11T00:00:00.000000000,Delivered
2434,3440,Same Day,95.63,2025-12-24T00:00:00.000000000,In Transit
2435,9346,Same Day,92.8,2024-03-08T00:00:00.000000000,Delivered
2436,9986,Express,63.93,2025-11-01T00:00:00.000000000,In Transit
2437,9593,Same Day,54.21,2025-05-10T00:00:00.000000000,In Transit
2438,4312,Express,58.35,2025-07-19T00:00:00.000000000,In Transit
2439,3376,Same Day,14.28,2025-02-15T00:00:00.000000000,Delivered
2440,6838,Express,61.76,2025-06-01T00:00:00.000000000,In Transit
2441,2642,Express,38.11,2024-05-04T00:00:00.000000000,Delayed
2442,8425,Standard,25.76,2024-10-24T00:00:00.000000000,Delayed
2443,3325,Standard,64.25,2025-11-18T00:00:00.000000000,Delayed
2444,7935,Same Day,11.16,2025-10-21T00:00:00.000000000,Delayed
2445,6378,Express,58.95,2026-06-28T00:00:00.000000000,In Transit
2446,124,Same Day,7.86,2025-11-24T00:00:00.000000000,Delayed
2447,1023,Same Day,70.63,2024-10-03T00:00:00.000000000,Delivered
2448,450,Standard,79.64,2026-02-24T00:00:00.000000000,Delivered
2449,6938,Same Day,46.09,2026-09-16T00:00:00.000000000,Delayed
2450,3025,Standard,42.84,2026-03-28T00:00:00.000000000,Delivered
2451,7968,Express,60.12,2025-02-27T00:00:00.000000000,In Transit
2452,9884,Same Day,63.91,2024-02-01T00:00:00.000000000,Delivered
2453,7466,Standard,5.4,2026-12-07T00:00:00.000000000,In Transit
2454,1164,Same Day,10.31,2025-02-07T00:00:00.000000000,Delayed
2455,9149,Express,74.2,2025-09-08T00:00:00.000000000,Delivered
2456,2432,Same Day,62.05,2024-06-15T00:00:00.000000000,In Transit
2457,9403,Same Day,11.43,2026-10-24T00:00:00.000000000,Delivered
2458,1603,Express,11.44,2025-06-16T00:00:00.000000000,Delivered
2459,6460,Express,69.35,2024-07-07T00:00:00.000000000,Delivered
2460,20,Express,43.2,2026-01-02T00:00:00.000000000,Delayed
2461,2448,Standard,83.42,2025-09-13T00:00:00.000000000,In Transit
2462,1363,Express,64.71,2024-12-12T00:00:00.000000000,Delayed
2463,7232,Express,60.6,2024-02-02T00:00:00.000000000,Delivered
2464,2451,Same Day,66.25,2025-11-05T00:00:00.000000000,In Transit
2465,3218,Express,14.54,2025-01-22T00:00:00.000000000,In Transit
2466,1230,Standard,22.3,2024-12-23T00:00:00.000000000,Delayed
2467,97,Same Day,90.1,2025-12-14T00:00:00.000000000,Delivered
2468,547,Same Day,60.68,2024-09-24T00:00:00.000000000,In Transit
2469,3367,Same Day,13.4,2024-12-22T00:00:00.000000000,Delayed
2470,9593,Same Day,8.88,2026-12-24T00:00:00.000000000,In Transit
2471,7408,Standard,51.95,2026-10-06T00:00:00.000000000,Delayed
2472,9036,Express,74.77,2025-05-21T00:00:00.000000000,In Transit
2473,6203,Standard,5.29,2024-10-31T00:00:00.000000000,Delivered
2474,1408,Same Day,57.14,2025-02-10T00:00:00.000000000,Delayed
2475,2906,Express,79.99,2024-11-15T00:00:00.000000000,In Transit
2476,117,Same Day,42.13,2026-04-26T00:00:00.000000000,In Transit
2477,1791,Standard,96.6,2025-11-15T00:00:00.000000000,Delivered
2478,2849,Same Day,77.21,2026-04-10T00:00:00.000000000,Delayed
2479,7702,Standard,43.68,2026-10-17T00:00:00.000000000,Delayed
2480,1289,Same Day,16.09,2024-07-30T00:00:00.000000000,Delayed
2481,4389,Express,91.2,2024-08-26T00:00:00.000000000,In Transit
2482,4448,Same Day,95.04,2025-05-27T00:00:00.000000000,Delayed
2483,6859,Same Day,10.66,2024-03-06T00:00:00.000000000,In Transit
2484,5361,Express,26.95,2024-02-18T00:00:00.000000000,Delayed
2485,3746,Standard,97.41,2024-09-04T00:00:00.000000000,Delayed
2486,6025,Same Day,10.17,2025-11-01T00:00:00.000000000,Delayed
2487,9564,Standard,7.15,2024-03-01T00:00:00.000000000,Delivered
2488,6770,Standard,15.56,2025-10-14T00:00:00.000000000,Delivered
2489,3285,Same Day,8.13,2026-03-21T00:00:00.000000000,In Transit
2490,8643,Same Day,21.73,2026-07-04T00:00:00.000000000,In Transit
2491,491,Standard,5.11,2025-01-24T00:00:00.000000000,In Transit
2492,1642,Same Day,17.02,2025-09-20T00:00:00.000000000,In Transit
2493,1271,Same Day,49.49,2024-11-08T00:00:00.000000000,Delayed
2494,8044,Express,43.42,2025-10-10T00:00:00.000000000,Delayed
2495,8120,Express,41.0,2024-07-04T00:00:00.000000000,Delayed
2496,7684,Same Day,67.58,2025-02-27T00:00:00.000000000,In Transit
2497,6992,Express,22.41,2025-02-13T00:00:00.000000000,Delayed
2498,1039,Same Day,63.62,2024-07-25T00:00:00.000000000,Delivered
2499,3481,Standard,22.51,2024-05-05T00:00:00.000000000,In Transit
2500,4151,Same Day,86.13,2025-10-11T00:00:00.000000000,In Transit
2501,6538,Express,51.04,2025-04-21T00:00:00.000000000,Delivered
2502,6954,Standard,53.53,2024-04-12T00:00:00.000000000,In Transit
2503,6436,Standard,12.87,2025-01-26T00:00:00.000000000,Delayed
2504,4903,Standard,73.43,2024-01-04T00:00:00.000000000,Delivered
2505,7052,Express,42.71,2026-02-08T00:00:00.000000000,In Transit
2506,3770,Standard,74.23,2024-02-21T00:00:00.000000000,In Transit
2507,9484,Same Day,36.35,2025-02-21T00:00:00.000000000,Delivered
2508,5309,Standard,96.94,2026-11-29T00:00:00.000000000,Delivered
2509,22,Same Day,91.16,2025-09-24T00:00:00.000000000,Delivered
2510,2109,Express,83.14,2026-03-19T00:00:00.000000000,Delivered
2511,9036,Same Day,44.87,2025-05-14T00:00:00.000000000,Delayed
2512,4748,Express,77.34,2026-09-22T00:00:00.000000000,Delivered
2513,4668,Standard,13.24,2024-04-18T00:00:00.000000000,Delayed
2514,8370,Standard,81.01,2026-09-20T00:00:00.000000000,Delayed
2515,2403,Standard,57.77,2025-06-21T00:00:00.000000000,Delayed
2516,1580,Express,42.92,2026-02-28T00:00:00.000000000,In Transit
2517,4374,Standard,60.38,2025-03-25T00:00:00.000000000,Delayed
2518,1299,Standard,84.49,2025-09-21T00:00:00.000000000,Delivered
2519,7953,Standard,10.91,2024-10-04T00:00:00.000000000,In Transit
2520,6371,Standard,67.26,2024-05-28T00:00:00.000000000,Delivered
2521,9949,Express,44.41,2025-08-24T00:00:00.000000000,Delayed
2522,5821,Standard,78.17,2024-02-08T00:00:00.000000000,Delivered
2523,7155,Express,50.15,2026-07-14T00:00:00.000000000,Delayed
2524,6315,Same Day,19.8,2026-03-23T00:00:00.000000000,Delayed
2525,8311,Same Day,42.89,2026-05-02T00:00:00.000000000,Delayed
2526,3399,Standard,40.25,2025-03-31T00:00:00.000000000,Delivered
2527,6550,Standard,10.77,2025-03-14T00:00:00.000000000,In Transit
2528,3056,Standard,93.88,2026-07-10T00:00:00.000000000,In Transit
2529,6318,Express,51.18,2025-03-28T00:00:00.000000000,In Transit
2530,2864,Standard,57.39,2024-07-16T00:00:00.000000000,Delayed
2531,815,Standard,20.3,2024-11-14T00:00:00.000000000,In Transit
2532,8884,Express,19.32,2026-04-06T00:00:00.000000000,Delivered
2533,1100,Same Day,23.1,2026-12-09T00:00:00.000000000,Delayed
2534,2298,Same Day,95.8,2024-09-22T00:00:00.000000000,Delayed
2535,573,Express,67.91,2026-06-10T00:00:00.000000000,Delayed
2536,1387,Express,91.68,2025-04-14T00:00:00.000000000,In Transit
2537,1448,Express,81.42,2025-12-23T00:00:00.000000000,Delivered
2538,4781,Standard,11.31,2024-12-07T00:00:00.000000000,Delayed
2539,5054,Express,59.35,2026-05-29T00:00:00.000000000,In Transit
2540,4614,Same Day,56.82,2025-10-03T00:00:00.000000000,Delivered
2541,8216,Express,66.04,2025-06-26T00:00:00.000000000,Delivered
2542,9819,Express,32.41,2025-08-09T00:00:00.000000000,In Transit
2543,3392,Standard,27.93,2026-11-16T00:00:00.000000000,Delivered
2544,5124,Express,76.04,2024-01-02T00:00:00.000000000,Delayed
2545,6984,Same Day,21.8,2026-02-27T00:00:00.000000000,Delivered
2546,1421,Standard,39.08,2025-06-05T00:00:00.000000000,Delayed
2547,635,Express,46.68,2024-11-15T00:00:00.000000000,Delayed
2548,7531,Express,65.66,2024-03-16T00:00:00.000000000,Delivered
2549,9435,Same Day,15.71,2024-02-14T00:00:00.000000000,In Transit
2550,7873,Same Day,19.66,2026-12-03T00:00:00.000000000,Delayed
2551,6392,Same Day,45.52,2025-05-14T00:00:00.000000000,Delayed
2552,9794,Express,69.16,2024-07-29T00:00:00.000000000,Delayed
2553,6444,Express,92.18,2024-09-17T00:00:00.000000000,In Transit
2554,1564,Express,24.25,2024-09-23T00:00:00.000000000,Delivered
2555,9441,Standard,22.97,2026-11-24T00:00:00.000000000,Delivered
2556,9790,Same Day,5.28,2024-07-12T00:00:00.000000000,In Transit
2557,1017,Same Day,24.17,2024-06-15T00:00:00.000000000,Delivered
2558,2526,Standard,12.63,2024-02-18T00:00:00.000000000,In Transit
2559,8773,Express,78.97,2024-08-29T00:00:00.000000000,In Transit
2560,4927,Standard,59.6,2024-01-20T00:00:00.000000000,In Transit
2561,6973,Same Day,83.79,2024-06-09T00:00:00.000000000,Delayed
2562,1473,Standard,75.09,2024-08-26T00:00:00.000000000,Delivered
2563,9484,Same Day,91.08,2024-04-19T00:00:00.000000000,Delayed
2564,5547,Same Day,15.1,2025-04-03T00:00:00.000000000,In Transit
2565,1633,Same Day,95.92,2024-07-16T00:00:00.000000000,In Transit
2566,8136,Same Day,56.92,2026-02-05T00:00:00.000000000,Delayed
2567,7051,Standard,51.07,2026-03-12T00:00:00.000000000,Delivered
2568,6019,Same Day,87.01,2024-07-01T00:00:00.000000000,Delivered
2569,9195,Express,44.9,2026-04-02T00:00:00.000000000,In Transit
2570,2605,Standard,31.08,2024-08-04T00:00:00.000000000,Delayed
2571,4198,Same Day,97.27,2024-11-12T00:00:00.000000000,Delayed
2572,4045,Express,50.88,2024-08-04T00:00:00.000000000,Delayed
2573,2645,Standard,26.33,2026-12-01T00:00:00.000000000,In Transit
2574,1536,Express,88.62,2025-08-26T00:00:00.000000000,Delivered
2575,7282,Express,73.91,2026-06-15T00:00:00.000000000,Delayed
2576,231,Standard,14.49,2026-01-14T00:00:00.000000000,In Transit
2577,7421,Express,59.43,2024-10-21T00:00:00.000000000,Delayed
2578,9346,Same Day,7.52,2025-10-20T00:00:00.000000000,Delayed
2579,1938,Standard,98.52,2024-01-02T00:00:00.000000000,In Transit
2580,1565,Express,50.24,2025-12-07T00:00:00.000000000,In Transit
2581,7832,Express,61.39,2025-07-12T00:00:00.000000000,In Transit
2582,835,Standard,83.09,2025-04-01T00:00:00.000000000,Delivered
2583,6572,Standard,87.58,2025-05-03T00:00:00.000000000,Delivered
2584,6925,Express,17.5,2026-04-27T00:00:00.000000000,In Transit
2585,9146,Express,50.07,2026-08-30T00:00:00.000000000,In Transit
2586,3874,Same Day,48.51,2026-06-20T00:00:00.000000000,Delivered
2587,4971,Standard,62.41,2024-02-09T00:00:00.000000000,Delivered
2588,5548,Same Day,65.25,2026-10-23T00:00:00.000000000,Delivered
2589,6848,Express,83.67,2026-07-28T00:00:00.000000000,Delivered
2590,6230,Express,19.22,2024-01-30T00:00:00.000000000,Delivered
2591,3799,Standard,55.27,2025-05-15T00:00:00.000000000,Delayed
2592,2167,Express,61.29,2024-05-24T00:00:00.000000000,In Transit
2593,2014,Standard,60.85,2026-09-07T00:00:00.000000000,Delayed
2594,1337,Standard,11.36,2024-06-27T00:00:00.000000000,Delayed
2595,9743,Express,50.58,2024-07-08T00:00:00.000000000,In Transit
2596,2429,Standard,19.11,2025-08-24T00:00:00.000000000,Delivered
2597,386,Standard,80.43,2024-11-16T00:00:00.000000000,Delivered
2598,4203,Express,77.53,2024-07-12T00:00:00.000000000,In Transit
2599,2099,Same Day,74.46,2026-03-16T00:00:00.000000000,Delivered
2600,8792,Same Day,16.11,2025-11-17T00:00:00.000000000,In Transit
2601,7115,Standard,73.26,2026-04-18T00:00:00.000000000,Delayed
2602,1090,Standard,14.22,2025-10-08T00:00:00.000000000,Delayed
2603,7407,Express,22.87,2024-02-12T00:00:00.000000000,In Transit
2604,1825,Same Day,28.95,2025-10-14T00:00:00.000000000,Delivered
2605,7570,Standard,72.15,2026-05-06T00:00:00.000000000,In Transit
2606,8843,Express,71.16,2025-11-07T00:00:00.000000000,Delivered
2607,8405,Same Day,12.31,2024-10-28T00:00:00.000000000,Delayed
2608,4105,Standard,19.69,2026-09-26T00:00:00.000000000,In Transit
2609,7546,Same Day,87.05,2026-05-08T00:00:00.000000000,In Transit
2610,9574,Same Day,93.04,2026-01-09T00:00:00.000000000,Delivered
2611,4339,Standard,97.0,2025-08-27T00:00:00.000000000,In Transit
2612,2858,Same Day,8.43,2024-05-18T00:00:00.000000000,In Transit
